0,0
1,32768
2,16384
3,49152
4,8192
5,40960
6,24576
7,57344
8,4096
9,36864
10,20480
11,53248
12,12288
13,45056
14,28672
15,61440
16,2048
17,34816
18,18432
19,51200
20,10240
21,43008
22,26624
23,59392
24,6144
25,38912
26,22528
27,55296
28,14336
29,47104
30,30720
31,63488
32,1024
33,33792
34,17408
35,50176
36,9216
37,41984
38,25600
39,58368
40,5120
41,37888
42,21504
43,54272
44,13312
45,46080
46,29696
47,62464
48,3072
49,35840
50,19456
51,52224
52,11264
53,44032
54,27648
55,60416
56,7168
57,39936
58,23552
59,56320
60,15360
61,48128
62,31744
63,64512
64,512
65,33280
66,16896
67,49664
68,8704
69,41472
70,25088
71,57856
72,4608
73,37376
74,20992
75,53760
76,12800
77,45568
78,29184
79,61952
80,2560
81,35328
82,18944
83,51712
84,10752
85,43520
86,27136
87,59904
88,6656
89,39424
90,23040
91,55808
92,14848
93,47616
94,31232
95,64000
96,1536
97,34304
98,17920
99,50688
100,9728
101,42496
102,26112
103,58880
104,5632
105,38400
106,22016
107,54784
108,13824
109,46592
110,30208
111,62976
112,3584
113,36352
114,19968
115,52736
116,11776
117,44544
118,28160
119,60928
120,7680
121,40448
122,24064
123,56832
124,15872
125,48640
126,32256
127,65024
128,256
129,33024
130,16640
131,49408
132,8448
133,41216
134,24832
135,57600
136,4352
137,37120
138,20736
139,53504
140,12544
141,45312
142,28928
143,61696
144,2304
145,35072
146,18688
147,51456
148,10496
149,43264
150,26880
151,59648
152,6400
153,39168
154,22784
155,55552
156,14592
157,47360
158,30976
159,63744
160,1280
161,34048
162,17664
163,50432
164,9472
165,42240
166,25856
167,58624
168,5376
169,38144
170,21760
171,54528
172,13568
173,46336
174,29952
175,62720
176,3328
177,36096
178,19712
179,52480
180,11520
181,44288
182,27904
183,60672
184,7424
185,40192
186,23808
187,56576
188,15616
189,48384
190,32000
191,64768
192,768
193,33536
194,17152
195,49920
196,8960
197,41728
198,25344
199,58112
200,4864
201,37632
202,21248
203,54016
204,13056
205,45824
206,29440
207,62208
208,2816
209,35584
210,19200
211,51968
212,11008
213,43776
214,27392
215,60160
216,6912
217,39680
218,23296
219,56064
220,15104
221,47872
222,31488
223,64256
224,1792
225,34560
226,18176
227,50944
228,9984
229,42752
230,26368
231,59136
232,5888
233,38656
234,22272
235,55040
236,14080
237,46848
238,30464
239,63232
240,3840
241,36608
242,20224
243,52992
244,12032
245,44800
246,28416
247,61184
248,7936
249,40704
250,24320
251,57088
252,16128
253,48896
254,32512
255,65280
256,128
257,32896
258,16512
259,49280
260,8320
261,41088
262,24704
263,57472
264,4224
265,36992
266,20608
267,53376
268,12416
269,45184
270,28800
271,61568
272,2176
273,34944
274,18560
275,51328
276,10368
277,43136
278,26752
279,59520
280,6272
281,39040
282,22656
283,55424
284,14464
285,47232
286,30848
287,63616
288,1152
289,33920
290,17536
291,50304
292,9344
293,42112
294,25728
295,58496
296,5248
297,38016
298,21632
299,54400
300,13440
301,46208
302,29824
303,62592
304,3200
305,35968
306,19584
307,52352
308,11392
309,44160
310,27776
311,60544
312,7296
313,40064
314,23680
315,56448
316,15488
317,48256
318,31872
319,64640
320,640
321,33408
322,17024
323,49792
324,8832
325,41600
326,25216
327,57984
328,4736
329,37504
330,21120
331,53888
332,12928
333,45696
334,29312
335,62080
336,2688
337,35456
338,19072
339,51840
340,10880
341,43648
342,27264
343,60032
344,6784
345,39552
346,23168
347,55936
348,14976
349,47744
350,31360
351,64128
352,1664
353,34432
354,18048
355,50816
356,9856
357,42624
358,26240
359,59008
360,5760
361,38528
362,22144
363,54912
364,13952
365,46720
366,30336
367,63104
368,3712
369,36480
370,20096
371,52864
372,11904
373,44672
374,28288
375,61056
376,7808
377,40576
378,24192
379,56960
380,16000
381,48768
382,32384
383,65152
384,384
385,33152
386,16768
387,49536
388,8576
389,41344
390,24960
391,57728
392,4480
393,37248
394,20864
395,53632
396,12672
397,45440
398,29056
399,61824
400,2432
401,35200
402,18816
403,51584
404,10624
405,43392
406,27008
407,59776
408,6528
409,39296
410,22912
411,55680
412,14720
413,47488
414,31104
415,63872
416,1408
417,34176
418,17792
419,50560
420,9600
421,42368
422,25984
423,58752
424,5504
425,38272
426,21888
427,54656
428,13696
429,46464
430,30080
431,62848
432,3456
433,36224
434,19840
435,52608
436,11648
437,44416
438,28032
439,60800
440,7552
441,40320
442,23936
443,56704
444,15744
445,48512
446,32128
447,64896
448,896
449,33664
450,17280
451,50048
452,9088
453,41856
454,25472
455,58240
456,4992
457,37760
458,21376
459,54144
460,13184
461,45952
462,29568
463,62336
464,2944
465,35712
466,19328
467,52096
468,11136
469,43904
470,27520
471,60288
472,7040
473,39808
474,23424
475,56192
476,15232
477,48000
478,31616
479,64384
480,1920
481,34688
482,18304
483,51072
484,10112
485,42880
486,26496
487,59264
488,6016
489,38784
490,22400
491,55168
492,14208
493,46976
494,30592
495,63360
496,3968
497,36736
498,20352
499,53120
500,12160
501,44928
502,28544
503,61312
504,8064
505,40832
506,24448
507,57216
508,16256
509,49024
510,32640
511,65408
512,64
513,32832
514,16448
515,49216
516,8256
517,41024
518,24640
519,57408
520,4160
521,36928
522,20544
523,53312
524,12352
525,45120
526,28736
527,61504
528,2112
529,34880
530,18496
531,51264
532,10304
533,43072
534,26688
535,59456
536,6208
537,38976
538,22592
539,55360
540,14400
541,47168
542,30784
543,63552
544,1088
545,33856
546,17472
547,50240
548,9280
549,42048
550,25664
551,58432
552,5184
553,37952
554,21568
555,54336
556,13376
557,46144
558,29760
559,62528
560,3136
561,35904
562,19520
563,52288
564,11328
565,44096
566,27712
567,60480
568,7232
569,40000
570,23616
571,56384
572,15424
573,48192
574,31808
575,64576
576,576
577,33344
578,16960
579,49728
580,8768
581,41536
582,25152
583,57920
584,4672
585,37440
586,21056
587,53824
588,12864
589,45632
590,29248
591,62016
592,2624
593,35392
594,19008
595,51776
596,10816
597,43584
598,27200
599,59968
600,6720
601,39488
602,23104
603,55872
604,14912
605,47680
606,31296
607,64064
608,1600
609,34368
610,17984
611,50752
612,9792
613,42560
614,26176
615,58944
616,5696
617,38464
618,22080
619,54848
620,13888
621,46656
622,30272
623,63040
624,3648
625,36416
626,20032
627,52800
628,11840
629,44608
630,28224
631,60992
632,7744
633,40512
634,24128
635,56896
636,15936
637,48704
638,32320
639,65088
640,320
641,33088
642,16704
643,49472
644,8512
645,41280
646,24896
647,57664
648,4416
649,37184
650,20800
651,53568
652,12608
653,45376
654,28992
655,61760
656,2368
657,35136
658,18752
659,51520
660,10560
661,43328
662,26944
663,59712
664,6464
665,39232
666,22848
667,55616
668,14656
669,47424
670,31040
671,63808
672,1344
673,34112
674,17728
675,50496
676,9536
677,42304
678,25920
679,58688
680,5440
681,38208
682,21824
683,54592
684,13632
685,46400
686,30016
687,62784
688,3392
689,36160
690,19776
691,52544
692,11584
693,44352
694,27968
695,60736
696,7488
697,40256
698,23872
699,56640
700,15680
701,48448
702,32064
703,64832
704,832
705,33600
706,17216
707,49984
708,9024
709,41792
710,25408
711,58176
712,4928
713,37696
714,21312
715,54080
716,13120
717,45888
718,29504
719,62272
720,2880
721,35648
722,19264
723,52032
724,11072
725,43840
726,27456
727,60224
728,6976
729,39744
730,23360
731,56128
732,15168
733,47936
734,31552
735,64320
736,1856
737,34624
738,18240
739,51008
740,10048
741,42816
742,26432
743,59200
744,5952
745,38720
746,22336
747,55104
748,14144
749,46912
750,30528
751,63296
752,3904
753,36672
754,20288
755,53056
756,12096
757,44864
758,28480
759,61248
760,8000
761,40768
762,24384
763,57152
764,16192
765,48960
766,32576
767,65344
768,192
769,32960
770,16576
771,49344
772,8384
773,41152
774,24768
775,57536
776,4288
777,37056
778,20672
779,53440
780,12480
781,45248
782,28864
783,61632
784,2240
785,35008
786,18624
787,51392
788,10432
789,43200
790,26816
791,59584
792,6336
793,39104
794,22720
795,55488
796,14528
797,47296
798,30912
799,63680
800,1216
801,33984
802,17600
803,50368
804,9408
805,42176
806,25792
807,58560
808,5312
809,38080
810,21696
811,54464
812,13504
813,46272
814,29888
815,62656
816,3264
817,36032
818,19648
819,52416
820,11456
821,44224
822,27840
823,60608
824,7360
825,40128
826,23744
827,56512
828,15552
829,48320
830,31936
831,64704
832,704
833,33472
834,17088
835,49856
836,8896
837,41664
838,25280
839,58048
840,4800
841,37568
842,21184
843,53952
844,12992
845,45760
846,29376
847,62144
848,2752
849,35520
850,19136
851,51904
852,10944
853,43712
854,27328
855,60096
856,6848
857,39616
858,23232
859,56000
860,15040
861,47808
862,31424
863,64192
864,1728
865,34496
866,18112
867,50880
868,9920
869,42688
870,26304
871,59072
872,5824
873,38592
874,22208
875,54976
876,14016
877,46784
878,30400
879,63168
880,3776
881,36544
882,20160
883,52928
884,11968
885,44736
886,28352
887,61120
888,7872
889,40640
890,24256
891,57024
892,16064
893,48832
894,32448
895,65216
896,448
897,33216
898,16832
899,49600
900,8640
901,41408
902,25024
903,57792
904,4544
905,37312
906,20928
907,53696
908,12736
909,45504
910,29120
911,61888
912,2496
913,35264
914,18880
915,51648
916,10688
917,43456
918,27072
919,59840
920,6592
921,39360
922,22976
923,55744
924,14784
925,47552
926,31168
927,63936
928,1472
929,34240
930,17856
931,50624
932,9664
933,42432
934,26048
935,58816
936,5568
937,38336
938,21952
939,54720
940,13760
941,46528
942,30144
943,62912
944,3520
945,36288
946,19904
947,52672
948,11712
949,44480
950,28096
951,60864
952,7616
953,40384
954,24000
955,56768
956,15808
957,48576
958,32192
959,64960
960,960
961,33728
962,17344
963,50112
964,9152
965,41920
966,25536
967,58304
968,5056
969,37824
970,21440
971,54208
972,13248
973,46016
974,29632
975,62400
976,3008
977,35776
978,19392
979,52160
980,11200
981,43968
982,27584
983,60352
984,7104
985,39872
986,23488
987,56256
988,15296
989,48064
990,31680
991,64448
992,1984
993,34752
994,18368
995,51136
996,10176
997,42944
998,26560
999,59328
1000,6080
1001,38848
1002,22464
1003,55232
1004,14272
1005,47040
1006,30656
1007,63424
1008,4032
1009,36800
1010,20416
1011,53184
1012,12224
1013,44992
1014,28608
1015,61376
1016,8128
1017,40896
1018,24512
1019,57280
1020,16320
1021,49088
1022,32704
1023,65472
1024,32
1025,32800
1026,16416
1027,49184
1028,8224
1029,40992
1030,24608
1031,57376
1032,4128
1033,36896
1034,20512
1035,53280
1036,12320
1037,45088
1038,28704
1039,61472
1040,2080
1041,34848
1042,18464
1043,51232
1044,10272
1045,43040
1046,26656
1047,59424
1048,6176
1049,38944
1050,22560
1051,55328
1052,14368
1053,47136
1054,30752
1055,63520
1056,1056
1057,33824
1058,17440
1059,50208
1060,9248
1061,42016
1062,25632
1063,58400
1064,5152
1065,37920
1066,21536
1067,54304
1068,13344
1069,46112
1070,29728
1071,62496
1072,3104
1073,35872
1074,19488
1075,52256
1076,11296
1077,44064
1078,27680
1079,60448
1080,7200
1081,39968
1082,23584
1083,56352
1084,15392
1085,48160
1086,31776
1087,64544
1088,544
1089,33312
1090,16928
1091,49696
1092,8736
1093,41504
1094,25120
1095,57888
1096,4640
1097,37408
1098,21024
1099,53792
1100,12832
1101,45600
1102,29216
1103,61984
1104,2592
1105,35360
1106,18976
1107,51744
1108,10784
1109,43552
1110,27168
1111,59936
1112,6688
1113,39456
1114,23072
1115,55840
1116,14880
1117,47648
1118,31264
1119,64032
1120,1568
1121,34336
1122,17952
1123,50720
1124,9760
1125,42528
1126,26144
1127,58912
1128,5664
1129,38432
1130,22048
1131,54816
1132,13856
1133,46624
1134,30240
1135,63008
1136,3616
1137,36384
1138,20000
1139,52768
1140,11808
1141,44576
1142,28192
1143,60960
1144,7712
1145,40480
1146,24096
1147,56864
1148,15904
1149,48672
1150,32288
1151,65056
1152,288
1153,33056
1154,16672
1155,49440
1156,8480
1157,41248
1158,24864
1159,57632
1160,4384
1161,37152
1162,20768
1163,53536
1164,12576
1165,45344
1166,28960
1167,61728
1168,2336
1169,35104
1170,18720
1171,51488
1172,10528
1173,43296
1174,26912
1175,59680
1176,6432
1177,39200
1178,22816
1179,55584
1180,14624
1181,47392
1182,31008
1183,63776
1184,1312
1185,34080
1186,17696
1187,50464
1188,9504
1189,42272
1190,25888
1191,58656
1192,5408
1193,38176
1194,21792
1195,54560
1196,13600
1197,46368
1198,29984
1199,62752
1200,3360
1201,36128
1202,19744
1203,52512
1204,11552
1205,44320
1206,27936
1207,60704
1208,7456
1209,40224
1210,23840
1211,56608
1212,15648
1213,48416
1214,32032
1215,64800
1216,800
1217,33568
1218,17184
1219,49952
1220,8992
1221,41760
1222,25376
1223,58144
1224,4896
1225,37664
1226,21280
1227,54048
1228,13088
1229,45856
1230,29472
1231,62240
1232,2848
1233,35616
1234,19232
1235,52000
1236,11040
1237,43808
1238,27424
1239,60192
1240,6944
1241,39712
1242,23328
1243,56096
1244,15136
1245,47904
1246,31520
1247,64288
1248,1824
1249,34592
1250,18208
1251,50976
1252,10016
1253,42784
1254,26400
1255,59168
1256,5920
1257,38688
1258,22304
1259,55072
1260,14112
1261,46880
1262,30496
1263,63264
1264,3872
1265,36640
1266,20256
1267,53024
1268,12064
1269,44832
1270,28448
1271,61216
1272,7968
1273,40736
1274,24352
1275,57120
1276,16160
1277,48928
1278,32544
1279,65312
1280,160
1281,32928
1282,16544
1283,49312
1284,8352
1285,41120
1286,24736
1287,57504
1288,4256
1289,37024
1290,20640
1291,53408
1292,12448
1293,45216
1294,28832
1295,61600
1296,2208
1297,34976
1298,18592
1299,51360
1300,10400
1301,43168
1302,26784
1303,59552
1304,6304
1305,39072
1306,22688
1307,55456
1308,14496
1309,47264
1310,30880
1311,63648
1312,1184
1313,33952
1314,17568
1315,50336
1316,9376
1317,42144
1318,25760
1319,58528
1320,5280
1321,38048
1322,21664
1323,54432
1324,13472
1325,46240
1326,29856
1327,62624
1328,3232
1329,36000
1330,19616
1331,52384
1332,11424
1333,44192
1334,27808
1335,60576
1336,7328
1337,40096
1338,23712
1339,56480
1340,15520
1341,48288
1342,31904
1343,64672
1344,672
1345,33440
1346,17056
1347,49824
1348,8864
1349,41632
1350,25248
1351,58016
1352,4768
1353,37536
1354,21152
1355,53920
1356,12960
1357,45728
1358,29344
1359,62112
1360,2720
1361,35488
1362,19104
1363,51872
1364,10912
1365,43680
1366,27296
1367,60064
1368,6816
1369,39584
1370,23200
1371,55968
1372,15008
1373,47776
1374,31392
1375,64160
1376,1696
1377,34464
1378,18080
1379,50848
1380,9888
1381,42656
1382,26272
1383,59040
1384,5792
1385,38560
1386,22176
