0,0000000000000000,0
1,0000000000000001,1
2,0000000000000010,1
3,0000000000000011,0
4,0000000000000100,1
5,0000000000000101,0
6,0000000000000110,0
7,0000000000000111,1
8,0000000000001000,1
9,0000000000001001,0
10,0000000000001010,0
11,0000000000001011,1
12,0000000000001100,0
13,0000000000001101,1
14,0000000000001110,1
15,0000000000001111,0
16,0000000000010000,1
17,0000000000010001,0
18,0000000000010010,0
19,0000000000010011,1
20,0000000000010100,0
21,0000000000010101,1
22,0000000000010110,1
23,0000000000010111,0
24,0000000000011000,0
25,0000000000011001,1
26,0000000000011010,1
27,0000000000011011,0
28,0000000000011100,1
29,0000000000011101,0
30,0000000000011110,0
31,0000000000011111,1
32,0000000000100000,1
33,0000000000100001,0
34,0000000000100010,0
35,0000000000100011,1
36,0000000000100100,0
37,0000000000100101,1
38,0000000000100110,1
39,0000000000100111,0
40,0000000000101000,0
41,0000000000101001,1
42,0000000000101010,1
43,0000000000101011,0
44,0000000000101100,1
45,0000000000101101,0
46,0000000000101110,0
47,0000000000101111,1
48,0000000000110000,0
49,0000000000110001,1
50,0000000000110010,1
51,0000000000110011,0
52,0000000000110100,1
53,0000000000110101,0
54,0000000000110110,0
55,0000000000110111,1
56,0000000000111000,1
57,0000000000111001,0
58,0000000000111010,0
59,0000000000111011,1
60,0000000000111100,0
61,0000000000111101,1
62,0000000000111110,1
63,0000000000111111,0
64,0000000001000000,1
65,0000000001000001,0
66,0000000001000010,0
67,0000000001000011,1
68,0000000001000100,0
69,0000000001000101,1
70,0000000001000110,1
71,0000000001000111,0
72,0000000001001000,0
73,0000000001001001,1
74,0000000001001010,1
75,0000000001001011,0
76,0000000001001100,1
77,0000000001001101,0
78,0000000001001110,0
79,0000000001001111,1
80,0000000001010000,0
81,0000000001010001,1
82,0000000001010010,1
83,0000000001010011,0
84,0000000001010100,1
85,0000000001010101,0
86,0000000001010110,0
87,0000000001010111,1
88,0000000001011000,1
89,0000000001011001,0
90,0000000001011010,0
91,0000000001011011,1
92,0000000001011100,0
93,0000000001011101,1
94,0000000001011110,1
95,0000000001011111,0
96,0000000001100000,0
97,0000000001100001,1
98,0000000001100010,1
99,0000000001100011,0
100,0000000001100100,1
101,0000000001100101,0
102,0000000001100110,0
103,0000000001100111,1
104,0000000001101000,1
105,0000000001101001,0
106,0000000001101010,0
107,0000000001101011,1
108,0000000001101100,0
109,0000000001101101,1
110,0000000001101110,1
111,0000000001101111,0
112,0000000001110000,1
113,0000000001110001,0
114,0000000001110010,0
115,0000000001110011,1
116,0000000001110100,0
117,0000000001110101,1
118,0000000001110110,1
119,0000000001110111,0
120,0000000001111000,0
121,0000000001111001,1
122,0000000001111010,1
123,0000000001111011,0
124,0000000001111100,1
125,0000000001111101,0
126,0000000001111110,0
127,0000000001111111,1
128,0000000010000000,1
129,0000000010000001,0
130,0000000010000010,0
131,0000000010000011,1
132,0000000010000100,0
133,0000000010000101,1
134,0000000010000110,1
135,0000000010000111,0
136,0000000010001000,0
137,0000000010001001,1
138,0000000010001010,1
139,0000000010001011,0
140,0000000010001100,1
141,0000000010001101,0
142,0000000010001110,0
143,0000000010001111,1
144,0000000010010000,0
145,0000000010010001,1
146,0000000010010010,1
147,0000000010010011,0
148,0000000010010100,1
149,0000000010010101,0
150,0000000010010110,0
151,0000000010010111,1
152,0000000010011000,1
153,0000000010011001,0
154,0000000010011010,0
155,0000000010011011,1
156,0000000010011100,0
157,0000000010011101,1
158,0000000010011110,1
159,0000000010011111,0
160,0000000010100000,0
161,0000000010100001,1
162,0000000010100010,1
163,0000000010100011,0
164,0000000010100100,1
165,0000000010100101,0
166,0000000010100110,0
167,0000000010100111,1
168,0000000010101000,1
169,0000000010101001,0
170,0000000010101010,0
171,0000000010101011,1
172,0000000010101100,0
173,0000000010101101,1
174,0000000010101110,1
175,0000000010101111,0
176,0000000010110000,1
177,0000000010110001,0
178,0000000010110010,0
179,0000000010110011,1
180,0000000010110100,0
181,0000000010110101,1
182,0000000010110110,1
183,0000000010110111,0
184,0000000010111000,0
185,0000000010111001,1
186,0000000010111010,1
187,0000000010111011,0
188,0000000010111100,1
189,0000000010111101,0
190,0000000010111110,0
191,0000000010111111,1
192,0000000011000000,0
193,0000000011000001,1
194,0000000011000010,1
195,0000000011000011,0
196,0000000011000100,1
197,0000000011000101,0
198,0000000011000110,0
199,0000000011000111,1
200,0000000011001000,1
201,0000000011001001,0
202,0000000011001010,0
203,0000000011001011,1
204,0000000011001100,0
205,0000000011001101,1
206,0000000011001110,1
207,0000000011001111,0
208,0000000011010000,1
209,0000000011010001,0
210,0000000011010010,0
211,0000000011010011,1
212,0000000011010100,0
213,0000000011010101,1
214,0000000011010110,1
215,0000000011010111,0
216,0000000011011000,0
217,0000000011011001,1
218,0000000011011010,1
219,0000000011011011,0
220,0000000011011100,1
221,0000000011011101,0
222,0000000011011110,0
223,0000000011011111,1
224,0000000011100000,1
225,0000000011100001,0
226,0000000011100010,0
227,0000000011100011,1
228,0000000011100100,0
229,0000000011100101,1
230,0000000011100110,1
231,0000000011100111,0
232,0000000011101000,0
233,0000000011101001,1
234,0000000011101010,1
235,0000000011101011,0
236,0000000011101100,1
237,0000000011101101,0
238,0000000011101110,0
239,0000000011101111,1
240,0000000011110000,0
241,0000000011110001,1
242,0000000011110010,1
243,0000000011110011,0
244,0000000011110100,1
245,0000000011110101,0
246,0000000011110110,0
247,0000000011110111,1
248,0000000011111000,1
249,0000000011111001,0
250,0000000011111010,0
251,0000000011111011,1
252,0000000011111100,0
253,0000000011111101,1
254,0000000011111110,1
255,0000000011111111,0
256,0000000100000000,1
257,0000000100000001,0
258,0000000100000010,0
259,0000000100000011,1
260,0000000100000100,0
261,0000000100000101,1
262,0000000100000110,1
263,0000000100000111,0
264,0000000100001000,0
265,0000000100001001,1
266,0000000100001010,1
267,0000000100001011,0
268,0000000100001100,1
269,0000000100001101,0
270,0000000100001110,0
271,0000000100001111,1
272,0000000100010000,0
273,0000000100010001,1
274,0000000100010010,1
275,0000000100010011,0
276,0000000100010100,1
277,0000000100010101,0
278,0000000100010110,0
279,0000000100010111,1
280,0000000100011000,1
281,0000000100011001,0
282,0000000100011010,0
283,0000000100011011,1
284,0000000100011100,0
285,0000000100011101,1
286,0000000100011110,1
287,0000000100011111,0
288,0000000100100000,0
289,0000000100100001,1
290,0000000100100010,1
291,0000000100100011,0
292,0000000100100100,1
293,0000000100100101,0
294,0000000100100110,0
295,0000000100100111,1
296,0000000100101000,1
297,0000000100101001,0
298,0000000100101010,0
299,0000000100101011,1
300,0000000100101100,0
301,0000000100101101,1
302,0000000100101110,1
303,0000000100101111,0
304,0000000100110000,1
305,0000000100110001,0
306,0000000100110010,0
307,0000000100110011,1
308,0000000100110100,0
309,0000000100110101,1
310,0000000100110110,1
311,0000000100110111,0
312,0000000100111000,0
313,0000000100111001,1
314,0000000100111010,1
315,0000000100111011,0
316,0000000100111100,1
317,0000000100111101,0
318,0000000100111110,0
319,0000000100111111,1
320,0000000101000000,0
321,0000000101000001,1
322,0000000101000010,1
323,0000000101000011,0
324,0000000101000100,1
325,0000000101000101,0
326,0000000101000110,0
327,0000000101000111,1
328,0000000101001000,1
329,0000000101001001,0
330,0000000101001010,0
331,0000000101001011,1
332,0000000101001100,0
333,0000000101001101,1
334,0000000101001110,1
335,0000000101001111,0
336,0000000101010000,1
337,0000000101010001,0
338,0000000101010010,0
339,0000000101010011,1
340,0000000101010100,0
341,0000000101010101,1
342,0000000101010110,1
343,0000000101010111,0
344,0000000101011000,0
345,0000000101011001,1
346,0000000101011010,1
347,0000000101011011,0
348,0000000101011100,1
349,0000000101011101,0
350,0000000101011110,0
351,0000000101011111,1
352,0000000101100000,1
353,0000000101100001,0
354,0000000101100010,0
355,0000000101100011,1
356,0000000101100100,0
357,0000000101100101,1
358,0000000101100110,1
359,0000000101100111,0
360,0000000101101000,0
361,0000000101101001,1
362,0000000101101010,1
363,0000000101101011,0
364,0000000101101100,1
365,0000000101101101,0
366,0000000101101110,0
367,0000000101101111,1
368,0000000101110000,0
369,0000000101110001,1
370,0000000101110010,1
371,0000000101110011,0
372,0000000101110100,1
373,0000000101110101,0
